datetime,machineID,volt,rotate,pressure,vibration
2015-06-20 21:00:00,5,169.14,369.34,107.74,39.85
2015-06-20 22:00:00,5,141.49,491.66,100.78,32.39
2015-06-20 23:00:00,5,187.33,335.8,97.05,31.69
2015-06-21 00:00:00,5,166.85,353.81,103.76,34.68
2015-06-21 01:00:00,5,173.65,301.0,109.4,35.09
2015-06-21 02:00:00,5,147.05,495.13,104.46,43.01
2015-06-21 03:00:00,5,154.81,425.69,94.4,40.62
2015-06-21 04:00:00,5,175.6,371.56,90.27,37.98
2015-06-21 05:00:00,5,171.98,354.33,109.0,44.01
2015-06-21 06:00:00,5,182.59,405.1,104.98,43.48
2015-06-21 07:00:00,5,181.85,358.53,91.41,37.88
2015-06-21 08:00:00,5,172.42,334.37,95.32,31.3
2015-06-21 09:00:00,5,155.69,347.35,108.9,34.09
2015-06-21 10:00:00,5,151.43,446.17,90.32,32.55
2015-06-21 11:00:00,5,153.34,372.03,109.29,41.66
2015-06-21 12:00:00,5,170.02,464.6,101.93,33.64
2015-06-21 13:00:00,5,189.45,372.18,92.35,41.55
2015-06-21 14:00:00,5,177.03,445.89,109.15,32.53
2015-06-21 15:00:00,5,181.07,307.14,91.34,30.97
2015-06-21 16:00:00,5,154.69,408.65,90.88,31.51
2015-06-21 17:00:00,5,141.21,419.33,90.85,33.99
2015-06-21 18:00:00,5,143.81,385.6,97.27,32.67
2015-06-21 19:00:00,5,170.12,328.75,99.9,34.77
2015-06-21 20:00:00,5,168.15,432.02,90.16,39.49
2015-06-21 21:00:00,5,174.54,453.74,104.47,42.59
2015-06-21 22:00:00,5,157.82,424.61,93.97,35.02
2015-06-21 23:00:00,5,188.82,386.28,97.63,38.78
2015-06-22 00:00:00,5,176.22,421.03,93.56,30.64
2015-06-22 01:00:00,5,162.51,393.11,108.09,43.62
2015-06-22 02:00:00,5,141.67,388.36,105.68,37.97
2015-06-22 03:00:00,5,147.77,406.98,101.63,31.95
2015-06-22 04:00:00,5,169.3,434.48,105.96,42.63
2015-06-22 05:00:00,5,153.14,388.69,91.3,42.35
2015-06-22 06:00:00,5,153.82,338.04,101.12,42.26
2015-06-22 07:00:00,5,188.08,478.06,91.58,32.57
2015-06-22 08:00:00,5,188.09,327.48,95.91,44.83
2015-06-22 09:00:00,5,142.0,455.16,108.22,41.9
2015-06-22 10:00:00,5,182.38,366.0,94.67,37.93
2015-06-22 11:00:00,5,156.46,324.4,94.52,41.18
2015-06-22 12:00:00,5,169.58,383.74,101.33,33.88
2015-06-22 13:00:00,5,184.92,484.19,98.12,36.13
2015-06-22 14:00:00,5,155.26,359.98,96.76,36.65
2015-06-22 15:00:00,5,189.66,370.65,95.99,33.71
2015-06-22 16:00:00,5,159.32,353.84,104.78,32.88
2015-06-22 17:00:00,5,170.25,303.54,105.04,33.98
2015-06-22 18:00:00,5,154.49,303.5,92.38,44.01
2015-06-22 19:00:00,5,186.86,419.85,98.62,42.74
2015-06-22 20:00:00,5,171.83,319.03,104.58,34.75
2015-06-22 21:00:00,5,160.74,497.75,101.7,30.68
2015-06-22 22:00:00,5,154.36,329.39,103.59,30.71
2015-06-22 23:00:00,5,152.55,403.43,99.56,30.72
2015-06-23 00:00:00,5,151.26,497.58,107.91,44.11
2015-06-23 01:00:00,5,183.37,375.25,99.0,40.34
2015-06-23 02:00:00,5,173.75,311.4,97.75,40.35
2015-06-23 03:00:00,5,181.62,473.06,106.35,36.7
2015-06-23 04:00:00,5,181.24,392.67,94.76,37.91
2015-06-23 05:00:00,5,180.9,482.8,92.61,32.7
2015-06-23 06:00:00,5,186.1,397.64,90.46,35.54
2015-06-23 07:00:00,5,181.16,367.88,102.98,33.59
2015-06-23 08:00:00,5,165.99,486.88,107.7,39.6
2015-06-23 09:00:00,5,173.51,391.89,108.46,32.65
2015-06-23 10:00:00,5,152.76,386.57,90.78,30.23
2015-06-23 11:00:00,5,189.3,392.57,107.99,38.78
2015-06-23 12:00:00,5,143.79,375.89,98.29,35.9
2015-06-23 13:00:00,5,186.27,337.29,96.46,41.87
2015-06-23 14:00:00,5,150.96,398.09,96.05,37.44
2015-06-23 15:00:00,5,154.21,467.62,90.42,38.44
2015-06-23 16:00:00,5,153.13,477.73,95.01,31.86
2015-06-23 17:00:00,5,180.9,490.45,99.15,30.65
2015-06-23 18:00:00,5,175.93,393.08,107.66,34.05
2015-06-23 19:00:00,5,180.08,441.96,99.26,36.29
2015-06-23 20:00:00,5,182.33,335.06,107.07,37.04
2015-06-23 21:00:00,5,141.56,455.92,99.3,41.66
2015-06-23 22:00:00,5,166.75,320.78,109.1,40.47
2015-06-23 23:00:00,5,184.3,403.42,108.88,44.67
2015-06-24 00:00:00,5,168.71,399.33,108.92,36.59
2015-06-24 01:00:00,5,189.94,328.46,108.04,44.26
2015-06-24 02:00:00,5,177.68,308.7,97.39,43.47
2015-06-24 03:00:00,5,186.39,348.84,108.83,35.57
2015-06-24 04:00:00,5,161.75,491.2,90.48,31.21
2015-06-24 05:00:00,5,181.75,496.98,102.62,32.76
2015-06-24 06:00:00,5,170.99,331.29,105.47,42.18
2015-06-24 07:00:00,5,187.63,357.1,94.33,44.86
2015-06-24 08:00:00,5,147.07,451.76,104.9,34.24
2015-06-24 09:00:00,5,151.7,444.58,104.08,44.6
2015-06-24 10:00:00,5,159.1,450.97,100.77,34.51
2015-06-24 11:00:00,5,158.6,304.69,102.03,43.72
2015-06-24 12:00:00,5,182.57,302.48,107.57,40.54
2015-06-24 13:00:00,5,148.63,499.09,97.26,38.02
2015-06-24 14:00:00,5,167.94,368.31,94.09,36.59
2015-06-24 15:00:00,5,174.16,400.37,107.09,36.88
2015-06-24 16:00:00,5,159.79,452.07,107.97,36.43
2015-06-24 17:00:00,5,188.31,377.17,96.31,40.51
2015-06-24 18:00:00,5,189.56,318.26,90.9,41.45
2015-06-24 19:00:00,5,170.31,341.38,93.96,37.87
2015-06-24 20:00:00,5,143.51,302.15,91.53,41.38
2015-06-24 21:00:00,5,174.2,353.07,101.3,44.51
2015-06-24 22:00:00,5,158.27,458.35,107.09,31.43
2015-06-24 23:00:00,5,188.02,390.15,90.8,36.44
2015-06-25 00:00:00,5,150.19,310.97,93.43,36.49
2015-06-25 01:00:00,5,163.64,453.91,103.13,31.69
2015-06-25 02:00:00,5,174.0,363.73,92.73,31.43
2015-06-25 03:00:00,5,162.83,436.09,108.59,38.83
2015-06-25 04:00:00,5,158.91,427.88,106.41,35.28
2015-06-25 05:00:00,5,161.77,311.52,90.12,44.26
2015-06-25 06:00:00,5,182.67,472.62,96.27,38.07
2015-06-25 07:00:00,5,174.18,383.92,100.21,36.55
2015-06-25 08:00:00,5,178.87,470.07,108.07,30.42
2015-06-25 09:00:00,5,145.19,367.54,93.03,31.98
2015-06-25 10:00:00,5,166.69,383.83,107.73,40.81
2015-06-25 11:00:00,5,141.14,457.78,106.87,31.65
2015-06-25 12:00:00,5,159.91,426.93,98.16,30.98
2015-06-25 13:00:00,5,179.47,470.39,104.31,33.59
2015-06-25 14:00:00,5,151.43,464.95,108.73,38.36
2015-06-25 15:00:00,5,148.65,427.82,95.64,33.51
2015-06-25 16:00:00,5,185.86,422.35,97.87,30.83
2015-06-25 17:00:00,5,189.05,316.27,93.35,40.76
2015-06-25 18:00:00,5,181.82,489.66,101.43,37.54
2015-06-25 19:00:00,5,141.54,420.85,100.99,35.9
2015-06-25 20:00:00,5,187.63,319.88,100.76,38.4
2015-06-25 21:00:00,5,177.84,410.56,104.72,43.85
2015-06-25 22:00:00,5,140.36,467.38,92.31,43.23
2015-06-25 23:00:00,5,160.7,447.05,96.89,36.29
2015-06-26 00:00:00,5,179.09,475.63,97.16,35.71
2015-06-26 01:00:00,5,176.94,383.7,104.0,33.76
2015-06-26 02:00:00,5,167.47,353.76,102.77,44.47
2015-06-26 03:00:00,5,149.66,430.66,91.45,42.88
2015-06-26 04:00:00,5,180.2,364.06,103.71,44.35
2015-06-26 05:00:00,5,140.7,303.9,101.97,43.14
2015-06-26 06:00:00,5,167.02,340.74,102.03,43.95
2015-06-26 07:00:00,5,186.05,349.3,93.83,31.87
2015-06-26 08:00:00,5,143.8,455.62,95.98,40.92
2015-06-26 09:00:00,5,149.27,306.89,94.27,41.59
2015-06-26 10:00:00,5,147.66,470.19,106.84,36.35
2015-06-26 11:00:00,5,151.35,449.92,91.94,35.94
2015-06-26 12:00:00,5,153.85,472.9,108.36,31.82
2015-06-26 13:00:00,5,187.01,418.8,100.14,44.03
2015-06-26 14:00:00,5,152.74,468.77,99.21,36.41
2015-06-26 15:00:00,5,175.5,413.71,106.3,43.38
2015-06-26 16:00:00,5,176.12,366.96,104.69,37.86
2015-06-26 17:00:00,5,168.64,432.46,102.15,35.89
2015-06-26 18:00:00,5,144.59,485.12,107.27,43.01
2015-06-26 19:00:00,5,156.31,455.46,97.26,30.72
2015-06-26 20:00:00,5,189.57,354.09,90.93,43.96
2015-06-26 21:00:00,5,179.37,410.74,95.69,38.52
2015-06-26 22:00:00,5,152.28,486.87,91.48,34.99
2015-06-26 23:00:00,5,144.41,470.84,105.45,39.46
2015-06-27 00:00:00,5,163.11,333.93,102.5,39.69
2015-06-27 01:00:00,5,172.6,498.35,104.96,44.38
2015-06-27 02:00:00,5,188.88,396.05,99.23,36.21
2015-06-27 03:00:00,5,167.73,314.78,104.27,36.85
2015-06-27 04:00:00,5,169.31,469.04,103.65,41.74
2015-06-27 05:00:00,5,182.79,435.17,103.65,32.99
2015-06-27 06:00:00,5,147.74,371.21,102.5,36.3
2015-06-27 07:00:00,5,175.4,324.24,104.98,38.7
2015-06-27 08:00:00,5,160.62,425.41,99.65,42.7
2015-06-27 09:00:00,5,187.82,472.47,93.91,33.32
2015-06-27 10:00:00,5,153.02,434.81,108.38,40.98
2015-06-27 11:00:00,5,162.46,483.82,107.07,32.24
2015-06-27 12:00:00,5,179.13,303.17,100.15,41.56
2015-06-27 13:00:00,5,159.15,351.1,105.66,37.61
2015-06-27 14:00:00,5,172.94,428.22,98.4,34.82
2015-06-27 15:00:00,5,155.64,338.36,93.07,38.87
2015-06-27 16:00:00,5,162.75,373.64,106.42,34.34
2015-06-27 17:00:00,5,179.3,349.72,108.09,34.74
2015-06-27 18:00:00,5,159.3,444.46,101.05,30.11
2015-06-27 19:00:00,5,168.53,443.74,109.91,38.06
2015-06-27 20:00:00,5,173.34,374.48,103.04,34.21
2015-06-27 21:00:00,5,155.01,317.78,92.07,42.93
2015-06-27 22:00:00,5,142.06,426.25,104.4,44.38
2015-06-27 23:00:00,5,159.73,348.53,106.43,37.15
2015-06-28 00:00:00,5,167.18,390.14,103.88,37.19
2015-06-28 01:00:00,5,175.48,386.11,102.25,36.96
2015-06-28 02:00:00,5,180.47,498.34,98.23,43.96
2015-06-28 03:00:00,5,152.33,498.0,97.73,37.18
2015-06-28 04:00:00,5,153.43,485.24,90.04,38.04
2015-06-28 05:00:00,5,144.5,393.76,92.05,41.43
2015-06-28 06:00:00,5,184.62,338.61,96.89,37.94
2015-06-28 07:00:00,5,165.77,479.86,103.24,44.92
2015-06-28 08:00:00,5,187.9,411.22,106.32,44.55
2015-06-28 09:00:00,5,152.5,417.9,100.39,39.44
2015-06-28 10:00:00,5,160.39,401.14,93.32,31.77
2015-06-28 11:00:00,5,188.47,345.53,98.38,42.64
2015-06-28 12:00:00,5,180.77,420.39,105.36,43.7
2015-06-28 13:00:00,5,144.71,378.62,108.02,42.43
2015-06-28 14:00:00,5,184.1,431.07,99.44,41.01
2015-06-28 15:00:00,5,167.61,422.58,97.11,37.14
2015-06-28 16:00:00,5,189.01,416.23,92.16,40.77
2015-06-28 17:00:00,5,170.09,472.0,108.48,43.14
2015-06-28 18:00:00,5,141.59,404.39,101.71,43.89
2015-06-28 19:00:00,5,152.33,422.43,90.06,34.76
2015-06-28 20:00:00,5,182.17,415.5,96.64,36.18
2015-06-28 21:00:00,5,186.34,437.5,101.07,34.03
2015-06-28 22:00:00,5,152.03,487.05,100.06,32.06
2015-06-28 23:00:00,5,148.89,448.82,103.27,41.5
2015-06-29 00:00:00,5,182.31,321.76,103.93,30.23
2015-06-29 01:00:00,5,149.19,362.68,107.88,41.68
2015-06-29 02:00:00,5,141.46,331.02,90.43,31.47
2015-06-29 03:00:00,5,158.11,350.56,103.21,40.51
2015-06-29 04:00:00,5,185.78,447.29,97.15,38.5
2015-06-29 05:00:00,5,144.0,425.84,90.72,44.56
2015-06-29 06:00:00,5,178.3,300.7,105.24,41.67
2015-06-29 07:00:00,5,185.33,394.18,96.65,32.39
2015-06-29 08:00:00,5,175.88,369.89,107.63,34.5
2015-06-29 09:00:00,5,188.94,427.05,109.53,35.12
2015-06-29 10:00:00,5,158.76,425.59,94.18,31.79
2015-06-29 11:00:00,5,146.04,311.9,105.65,39.25
2015-06-29 12:00:00,5,160.74,458.87,101.13,40.66
2015-06-29 13:00:00,5,189.12,493.37,96.86,37.13
2015-06-29 14:00:00,5,162.72,395.89,96.79,39.75
2015-06-29 15:00:00,5,140.73,472.61,108.81,44.28
2015-06-29 16:00:00,5,184.14,432.5,97.02,31.91
2015-06-29 17:00:00,5,159.65,482.26,102.03,38.57
2015-06-29 18:00:00,5,173.64,390.59,92.94,34.07
2015-06-29 19:00:00,5,145.15,492.65,105.94,38.72
2015-06-29 20:00:00,5,189.7,411.54,93.28,32.33
2015-06-29 21:00:00,5,183.79,448.81,101.4,32.11
2015-06-29 22:00:00,5,180.04,435.27,101.84,34.63
2015-06-29 23:00:00,5,183.87,307.63,99.63,43.84
2015-06-30 00:00:00,5,171.22,308.13,102.83,33.51
2015-06-30 01:00:00,5,152.15,451.41,105.38,40.2
2015-06-30 02:00:00,5,152.0,342.4,102.57,34.64
2015-06-30 03:00:00,5,184.45,375.69,93.51,41.95
2015-06-30 04:00:00,5,142.41,353.39,93.27,36.39
2015-06-30 05:00:00,5,147.51,407.77,100.31,30.83
2015-06-30 06:00:00,5,170.06,367.09,94.21,35.91
2015-06-30 07:00:00,5,150.13,322.36,99.66,33.85
2015-06-30 08:00:00,5,152.59,465.98,99.99,37.5
2015-06-30 09:00:00,5,178.48,437.39,100.91,33.96
2015-06-30 10:00:00,5,164.48,494.91,97.05,34.06
2015-06-30 11:00:00,5,178.39,406.33,96.98,41.23
2015-06-30 12:00:00,5,142.45,369.68,93.69,34.48
2015-06-30 13:00:00,5,167.48,466.91,98.94,32.89
2015-06-30 14:00:00,5,161.99,436.79,98.63,43.31
2015-06-30 15:00:00,5,174.9,479.57,101.52,38.19
2015-06-30 16:00:00,5,188.45,481.36,93.78,33.64
2015-06-30 17:00:00,5,183.82,406.12,101.88,42.98
2015-06-30 18:00:00,5,142.74,478.79,104.08,43.33
2015-06-30 19:00:00,5,167.47,357.48,104.82,37.31
2015-06-30 20:00:00,5,182.66,312.88,93.26,34.5
2015-06-30 21:00:00,5,156.31,301.97,90.12,38.26
2015-06-30 22:00:00,5,152.03,423.03,101.53,35.64
2015-06-30 23:00:00,5,177.23,422.37,106.41,40.84
2015-06-01 00:00:00,6,168.17,313.93,91.45,40.32
2015-06-01 01:00:00,6,178.74,381.3,95.15,43.86
2015-06-01 02:00:00,6,154.06,304.18,93.12,31.3
2015-06-01 03:00:00,6,188.09,463.39,90.35,35.31
2015-06-01 04:00:00,6,169.36,475.24,106.91,42.47
2015-06-01 05:00:00,6,153.39,442.07,95.24,42.84
2015-06-01 06:00:00,6,183.57,441.33,104.55,33.62
2015-06-01 07:00:00,6,167.24,412.88,107.99,35.49
2015-06-01 08:00:00,6,169.87,472.27,92.79,39.82
2015-06-01 09:00:00,6,153.72,359.14,90.17,31.52
2015-06-01 10:00:00,6,160.23,465.14,102.79,41.02
2015-06-01 11:00:00,6,167.43,384.57,106.41,30.59
2015-06-01 12:00:00,6,168.73,459.38,91.05,42.15
2015-06-01 13:00:00,6,149.83,307.42,106.78,33.19
2015-06-01 14:00:00,6,164.52,355.34,97.39,36.56
2015-06-01 15:00:00,6,183.71,394.81,100.47,41.63
2015-06-01 16:00:00,6,140.84,349.25,100.04,43.96
2015-06-01 17:00:00,6,184.27,494.8,95.22,34.3
2015-06-01 18:00:00,6,154.15,395.2,97.79,42.77
2015-06-01 19:00:00,6,183.14,478.12,92.62,33.03
2015-06-01 20:00:00,6,175.21,393.31,101.56,38.84
2015-06-01 21:00:00,6,179.57,458.33,97.75,34.47
2015-06-01 22:00:00,6,152.93,321.99,105.24,32.67
2015-06-01 23:00:00,6,146.94,304.24,91.73,30.66
2015-06-02 00:00:00,6,142.37,382.13,99.83,44.75
2015-06-02 01:00:00,6,169.3,473.27,90.67,31.96
2015-06-02 02:00:00,6,176.48,448.34,104.21,30.22
2015-06-02 03:00:00,6,166.12,300.56,95.39,34.71
2015-06-02 04:00:00,6,183.37,324.84,100.07,39.34
2015-06-02 05:00:00,6,144.22,438.98,97.93,33.49
2015-06-02 06:00:00,6,168.44,499.88,106.73,33.0
2015-06-02 07:00:00,6,188.02,377.34,91.81,40.49
2015-06-02 08:00:00,6,173.87,372.23,102.51,41.75
2015-06-02 09:00:00,6,164.85,316.44,91.5,30.32
2015-06-02 10:00:00,6,154.17,339.09,101.02,41.13
2015-06-02 11:00:00,6,150.03,318.82,95.74,44.59
2015-06-02 12:00:00,6,153.62,376.73,106.81,44.19
2015-06-02 13:00:00,6,173.19,359.12,108.09,35.39
2015-06-02 14:00:00,6,171.07,311.24,93.56,35.25
2015-06-02 15:00:00,6,185.99,357.74,102.15,41.94
2015-06-02 16:00:00,6,145.86,397.67,97.66,32.12
2015-06-02 17:00:00,6,176.31,447.95,101.0,39.5
2015-06-02 18:00:00,6,183.27,364.21,104.95,43.78
2015-06-02 19:00:00,6,183.29,353.98,101.54,35.39
2015-06-02 20:00:00,6,153.7,422.71,109.8,30.87
2015-06-02 21:00:00,6,169.06,493.92,106.9,44.63
2015-06-02 22:00:00,6,145.8,458.75,93.64,40.87
2015-06-02 23:00:00,6,142.0,461.61,107.18,33.65
2015-06-03 00:00:00,6,165.14,341.33,97.58,38.31
2015-06-03 01:00:00,6,166.74,434.06,103.54,35.97
2015-06-03 02:00:00,6,163.86,462.82,96.12,37.16
2015-06-03 03:00:00,6,154.0,476.93,97.87,43.35
2015-06-03 04:00:00,6,150.09,433.97,101.01,44.0
2015-06-03 05:00:00,6,172.88,441.04,93.35,36.46
2015-06-03 06:00:00,6,172.51,425.45,95.33,39.4
2015-06-03 07:00:00,6,168.96,475.47,109.4,30.55
2015-06-03 08:00:00,6,151.41,434.44,95.62,40.32
2015-06-03 09:00:00,6,162.99,483.89,99.39,35.19
2015-06-03 10:00:00,6,188.08,356.56,109.39,40.76
2015-06-03 11:00:00,6,149.26,389.15,106.16,36.24
2015-06-03 12:00:00,6,146.9,408.88,96.61,44.97
2015-06-03 13:00:00,6,165.61,364.81,103.12,38.89
2015-06-03 14:00:00,6,144.38,428.94,93.09,39.74
2015-06-03 15:00:00,6,146.89,322.84,91.32,38.09
2015-06-03 16:00:00,6,160.64,408.84,106.44,37.78
2015-06-03 17:00:00,6,177.22,330.37,105.32,30.04
2015-06-03 18:00:00,6,162.59,383.32,98.26,41.7
2015-06-03 19:00:00,6,175.26,493.75,105.33,30.11
2015-06-03 20:00:00,6,176.07,307.54,109.66,43.09
2015-06-03 21:00:00,6,146.2,458.71,101.89,39.18
2015-06-03 22:00:00,6,165.19,412.71,103.62,35.65
2015-06-03 23:00:00,6,182.4,489.37,108.85,35.88
2015-06-04 00:00:00,6,172.77,312.23,95.78,39.43
2015-06-04 01:00:00,6,149.12,350.23,107.12,38.07
2015-06-04 02:00:00,6,184.9,468.84,109.98,40.66
2015-06-04 03:00:00,6,172.79,303.9,109.19,32.38
2015-06-04 04:00:00,6,166.04,382.01,96.52,42.47
2015-06-04 05:00:00,6,184.24,494.4,109.07,36.57
2015-06-04 06:00:00,6,143.7,408.59,94.6,37.61
2015-06-04 07:00:00,6,143.92,335.69,99.61,39.53
2015-06-04 08:00:00,6,164.99,460.45,108.63,37.76
2015-06-04 09:00:00,6,170.79,364.58,97.65,44.32
2015-06-04 10:00:00,6,161.84,446.94,90.04,31.6
2015-06-04 11:00:00,6,182.93,372.33,109.97,31.88
2015-06-04 12:00:00,6,165.3,410.82,103.86,38.12
2015-06-04 13:00:00,6,168.79,396.19,99.64,32.05
2015-06-04 14:00:00,6,140.36,365.22,105.83,35.56
2015-06-04 15:00:00,6,162.26,442.86,107.0,37.63
2015-06-04 16:00:00,6,172.45,486.44,108.79,37.99
2015-06-04 17:00:00,6,171.06,480.65,93.0,37.74
2015-06-04 18:00:00,6,150.94,434.71,106.92,41.25
2015-06-04 19:00:00,6,179.77,329.09,99.41,42.56
2015-06-04 20:00:00,6,159.14,490.55,109.51,42.47
2015-06-04 21:00:00,6,169.39,499.02,98.18,35.45
2015-06-04 22:00:00,6,161.68,342.3,101.04,40.37
2015-06-04 23:00:00,6,157.76,434.41,100.04,43.01
2015-06-05 00:00:00,6,151.99,432.72,101.11,34.38
2015-06-05 01:00:00,6,172.75,472.34,94.87,31.59
2015-06-05 02:00:00,6,144.6,497.87,93.39,43.36
2015-06-05 03:00:00,6,169.27,472.9,100.12,41.94
2015-06-05 04:00:00,6,142.38,367.74,105.34,30.07
2015-06-05 05:00:00,6,160.48,382.71,98.43,30.76
2015-06-05 06:00:00,6,147.24,467.66,94.13,43.56
2015-06-05 07:00:00,6,178.94,387.96,93.29,33.41
2015-06-05 08:00:00,6,173.08,400.42,100.5,31.5
2015-06-05 09:00:00,6,152.12,306.57,94.41,39.6
2015-06-05 10:00:00,6,163.69,339.78,104.59,30.04
2015-06-05 11:00:00,6,158.46,450.43,99.35,37.98
2015-06-05 12:00:00,6,146.59,497.16,101.61,38.55
2015-06-05 13:00:00,6,145.87,317.83,93.51,31.81
2015-06-05 14:00:00,6,175.79,332.76,91.21,31.76
2015-06-05 15:00:00,6,174.09,433.84,109.35,32.11
2015-06-05 16:00:00,6,184.15,445.85,100.62,38.53
2015-06-05 17:00:00,6,165.39,344.28,97.0,38.66
2015-06-05 18:00:00,6,186.55,316.93,101.99,36.76
2015-06-05 19:00:00,6,156.93,476.86,92.31,41.44
2015-06-05 20:00:00,6,161.03,418.57,91.76,33.82
2015-06-05 21:00:00,6,148.38,483.3,98.12,38.21
2015-06-05 22:00:00,6,159.27,448.08,99.04,35.77
2015-06-05 23:00:00,6,185.17,313.83,109.3,44.92
2015-06-06 00:00:00,6,159.09,398.18,91.2,42.17
2015-06-06 01:00:00,6,146.78,423.19,95.95,31.86
2015-06-06 02:00:00,6,155.93,315.51,105.94,33.72
2015-06-06 03:00:00,6,149.93,408.56,105.71,30.11
2015-06-06 04:00:00,6,187.98,367.11,103.56,30.11
2015-06-06 05:00:00,6,147.3,374.44,96.06,38.72
2015-06-06 06:00:00,6,141.49,499.57,99.12,42.63
2015-06-06 07:00:00,6,147.81,387.42,94.17,44.61
2015-06-06 08:00:00,6,165.56,444.11,103.98,43.49
2015-06-06 09:00:00,6,160.8,392.55,109.95,30.89
2015-06-06 10:00:00,6,181.96,464.77,104.19,35.9
2015-06-06 11:00:00,6,183.13,424.33,93.03,38.02
2015-06-06 12:00:00,6,143.49,350.31,94.03,37.54
2015-06-06 13:00:00,6,188.53,480.08,91.86,31.35
2015-06-06 14:00:00,6,175.46,388.02,94.41,38.35
2015-06-06 15:00:00,6,189.54,330.97,91.53,30.29
2015-06-06 16:00:00,6,178.88,391.13,97.4,40.46
2015-06-06 17:00:00,6,148.85,345.79,90.2,35.58
2015-06-06 18:00:00,6,174.77,312.42,95.19,42.5
2015-06-06 19:00:00,6,145.83,470.29,92.18,37.25
2015-06-06 20:00:00,6,179.47,389.23,91.38,40.48
2015-06-06 21:00:00,6,143.68,342.73,98.11,37.09
2015-06-06 22:00:00,6,156.94,359.94,105.51,41.42
2015-06-06 23:00:00,6,152.93,382.32,96.31,38.76
2015-06-07 00:00:00,6,183.53,407.25,107.61,43.58
2015-06-07 01:00:00,6,152.55,464.86,107.69,37.26
2015-06-07 02:00:00,6,170.98,390.49,94.77,40.48
2015-06-07 03:00:00,6,141.04,448.49,90.1,36.97
2015-06-07 04:00:00,6,146.52,485.3,104.93,36.09
2015-06-07 05:00:00,6,179.0,376.5,108.1,42.46
2015-06-07 06:00:00,6,189.05,301.42,94.11,38.67
2015-06-07 07:00:00,6,146.28,365.18,105.31,30.44
2015-06-07 08:00:00,6,170.74,300.29,92.91,44.22
2015-06-07 09:00:00,6,165.32,421.32,104.35,41.35
2015-06-07 10:00:00,6,159.39,439.91,97.55,31.07
2015-06-07 11:00:00,6,142.18,363.85,97.24,41.36
2015-06-07 12:00:00,6,147.49,455.42,107.03,41.9
2015-06-07 13:00:00,6,171.7,474.23,100.89,37.41
2015-06-07 14:00:00,6,179.25,398.22,109.99,31.64
2015-06-07 15:00:00,6,171.97,484.01,105.7,41.45
2015-06-07 16:00:00,6,169.23,428.14,91.36,44.22
2015-06-07 17:00:00,6,148.63,415.27,90.53,34.86
2015-06-07 18:00:00,6,168.25,489.94,93.55,35.34
2015-06-07 19:00:00,6,158.72,306.95,96.6,41.18
2015-06-07 20:00:00,6,148.4,393.14,96.2,40.25
2015-06-07 21:00:00,6,170.95,405.18,92.87,40.23
2015-06-07 22:00:00,6,158.29,380.88,107.85,36.87
2015-06-07 23:00:00,6,152.03,431.55,102.79,33.35
2015-06-08 00:00:00,6,188.92,447.97,92.09,32.65
2015-06-08 01:00:00,6,187.81,411.34,106.01,39.76
2015-06-08 02:00:00,6,185.37,313.99,93.11,40.1
2015-06-08 03:00:00,6,164.89,466.73,98.09,34.58
2015-06-08 04:00:00,6,142.89,338.22,101.95,33.47
2015-06-08 05:00:00,6,185.87,371.36,97.98,35.24
2015-06-08 06:00:00,6,161.68,497.74,107.17,42.89
2015-06-08 07:00:00,6,163.34,330.97,100.78,34.57
2015-06-08 08:00:00,6,182.3,321.84,95.13,31.05
2015-06-08 09:00:00,6,186.37,446.48,104.02,43.05
2015-06-08 10:00:00,6,141.57,469.15,91.32,39.91
2015-06-08 11:00:00,6,177.67,345.49,99.51,36.61
2015-06-08 12:00:00,6,176.77,447.02,95.4,44.71
2015-06-08 13:00:00,6,155.71,377.75,97.93,41.43
2015-06-08 14:00:00,6,159.56,351.82,108.47,42.69
2015-06-08 15:00:00,6,153.24,478.71,98.81,41.47
2015-06-08 16:00:00,6,178.27,416.35,90.19,41.56
2015-06-08 17:00:00,6,180.64,423.24,109.87,37.59
2015-06-08 18:00:00,6,167.9,385.92,109.95,44.27
2015-06-08 19:00:00,6,148.67,362.12,107.16,30.67
2015-06-08 20:00:00,6,173.45,483.08,101.99,35.93
2015-06-08 21:00:00,6,187.51,388.45,91.46,42.81
2015-06-08 22:00:00,6,160.93,380.82,90.86,40.9
2015-06-08 23:00:00,6,186.41,418.15,108.29,33.65
2015-06-09 00:00:00,6,162.43,472.07,104.08,36.08
2015-06-09 01:00:00,6,189.44,491.0,97.65,38.27
2015-06-09 02:00:00,6,173.76,361.4,99.93,38.45
2015-06-09 03:00:00,6,145.18,486.84,102.59,40.08
2015-06-09 04:00:00,6,150.54,389.33,94.96,31.01
2015-06-09 05:00:00,6,148.44,346.15,97.38,41.68
2015-06-09 06:00:00,6,154.44,481.85,109.87,40.58
2015-06-09 07:00:00,6,177.13,351.23,91.9,31.27
2015-06-09 08:00:00,6,189.97,466.02,98.66,33.68
2015-06-09 09:00:00,6,172.77,389.52,100.84,36.1
2015-06-09 10:00:00,6,153.33,445.94,92.97,44.6
2015-06-09 11:00:00,6,153.32,364.15,91.53,39.23
2015-06-09 12:00:00,6,154.0,425.97,103.72,34.61
2015-06-09 13:00:00,6,141.61,430.4,100.54,33.14
2015-06-09 14:00:00,6,166.35,415.08,91.64,33.72
